timestamp,download,upload,ping,server_lat,server_lon,server_name,server_country,server_sponsor,server_id,server_latency,share_url,client_lat,client_lon,gps_lat,gps_lon
2026-03-21T07:18:10.924806Z,77706419.9663507,3668266.936679709,52.252,59.9494,10.7564,Oslo,Norway,AVUR AS,18967,52.252,,59.9452,10.7559,,
2026-03-21T07:29:42.927246Z,63559833.186729714,27690589.024041425,47.253,59.9494,10.7564,Oslo,Norway,NextGenTel AS,8018,47.253,http://www.speedtest.net/result/18982481600.png,59.9452,10.7559,,
2026-03-21T07:49:09.499686Z,297417.6500771115,0.0,59.459,59.9494,10.7564,Oslo,Norway,Telenor Norge AS,12919,59.459,,59.9452,10.7559,,
2026-03-21T08:06:29.240729Z,39644733.89557082,1592948.1303873572,53.727,59.9494,10.7564,Oslo,Norway,AVUR AS,18967,53.727,,59.9452,10.7559,,
2026-03-21T08:19:49.898691Z,1619173.1169512598,0.0,44.512,59.9494,10.7564,Oslo,Norway,Telenor Norge AS,12919,44.512,,59.9452,10.7559,,
2026-03-21T09:31:06.623501Z,388429.83656292676,0.0,72.774,57.7000,11.9667,Gothenburg,Sweden,Bahnhof AB,34190,72.774,,59.9452,10.7559,,
2026-03-21T12:59:57.516266Z,0.0,0.0,60.138,55.5658,11.9617,Osted,Denmark,Osted Nettet ApS,51706,60.138,,59.9452,10.7559,,
2026-03-21T13:14:36.576422Z,9353570.750519188,0.0,102.624,59.9494,10.7564,Oslo,Norway,Lyse Tele AS,64051,102.624,,59.9016,10.7343,,
2026-03-21T13:25:01.852564Z,136408.48179266354,0.0,53.577,55.5658,11.9617,Osted,Denmark,Osted Nettet ApS,51706,53.577,,59.9452,10.7559,,
2026-03-21T13:35:16.071525Z,229697194.15693668,16564797.836341089,47.139,55.6500,12.3000,Taastrup,Denmark,EWII,9891,47.139,http://www.speedtest.net/result/18983327669.png,59.9452,10.7559,,
