timestamp,download,upload,ping,server_lat,server_lon,server_name,server_country,server_sponsor,server_id,server_latency,share_url,client_lat,client_lon,gps_lat,gps_lon
2026-04-30T07:10:40.425661Z,205556913.73853934,25686517.94650321,61.96,59.9494,10.7564,Oslo,Norway,Broadnet,11787,61.96,http://www.speedtest.net/result/19138626191.png,59.9452,10.7559,,
2026-04-30T07:16:05.904603Z,211841042.29194847,62277334.888180055,56.057,59.9494,10.7564,Oslo,Norway,Broadnet,11787,56.057,http://www.speedtest.net/result/19138641447.png,59.9452,10.7559,,
2026-04-30T07:31:31.350159Z,3196099.232255837,0.0,74.266,59.9361,5.9956,Kvinnherad,Norway,KBAND,68658,74.266,,59.9452,10.7559,,
2026-04-30T07:50:56.855738Z,690377.659164203,0.0,51.105,59.9494,10.7564,Oslo,Norway,Lyse Tele AS,64051,51.105,,59.9452,10.7559,,
2026-04-30T08:13:04.151345Z,21836591.223717347,0.0,69.968,61.2298,7.1005,Sogndal,Norway,Sognenett AS,16182,69.968,,59.9452,10.7559,,
2026-04-30T08:24:38.364697Z,2879977.1663256832,0.0,78.096,59.9494,10.7564,Oslo,Norway,Lyse Tele AS,64051,78.096,,59.9452,10.7559,,
