timestamp,download,upload,ping,server_lat,server_lon,server_name,server_country,server_sponsor,server_id,server_latency,share_url,client_lat,client_lon,gps_lat,gps_lon
2026-03-25T09:14:07.997252Z,25128414.3795332,11668457.225463891,30.682,59.9494,10.7564,Oslo,Norway,Telia Norge AS,31861,30.682,http://www.speedtest.net/result/18997249334.png,59.9016,10.7343,,
2026-03-25T09:24:32.233593Z,18965533.390365697,38334909.7981016,32.402,59.9494,10.7564,Oslo,Norway,Blix Solutions AS,32410,32.402,http://www.speedtest.net/result/18997279588.png,59.9016,10.7343,,
2026-03-25T09:34:57.237073Z,503769.4056118677,0.0,37.726,59.9494,10.7564,Oslo,Norway,Blix Solutions AS,32410,37.726,,59.9452,10.7559,,
2026-03-25T09:51:17.171093Z,172391612.63376108,10329010.963223405,66.751,58.9700,5.7331,Stavanger,Norway,Lyse Tele AS,63997,66.751,http://www.speedtest.net/result/18997418942.png,59.9016,10.7343,,
2026-03-25T10:26:07.079764Z,39047662.62574213,11636342.336439889,59.538,59.9494,10.7564,Oslo,Norway,Telia Norge AS,31861,59.538,,59.9452,10.7559,,
2026-03-25T10:37:36.983567Z,169270595.5900479,90359545.93193048,70.613,59.9494,10.7564,Oslo,Norway,AVUR AS,18967,70.613,http://www.speedtest.net/result/18997495683.png,59.9452,10.7559,,
